# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Feb 15 22:00:38 2020
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_telescope:   Discovery Telescope
# COLUMN pl_instrument:  Discovery Instrument
# COLUMN pl_pelink:      Link to Exoplanet Encyclopaedia
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
#
pl_name,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_telescope,pl_instrument,pl_pelink,st_age,st_ageerr1,st_ageerr2,st_agelim
HD 92987 b,1,10354.83750000,551.52750000,-270.28500000,0,43.59,0.07,-0.07,0,5770.00,36.00,-36.00,0,1.08,0.06,-0.06,0,1.58,0.04,-0.04,0,,,,0,,,,0,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,http://exoplanet.eu/catalog/hd_92987_b/,7.750,0.310,-0.310,0
HD 93083 b,1,143.58000000,0.60000000,-0.60000000,0,28.54,0.04,-0.04,0,4995.00,50.00,-50.00,0,0.70,0.04,-0.04,0,,,,,,,,,,,,,3.6 m ESO Telescope,HARPS Spectrograph,http://exoplanet.eu/catalog/hd_93083_b/,,,,
HD 9446 b,2,30.05200000,0.02700000,-0.02700000,0,50.42,0.35,-0.35,0,5793.00,22.00,-22.00,0,1.00,0.10,-0.10,0,1.00,,,0,,,,0,,,,0,1.93 m Telescope,SOPHIE Spectrograph,http://exoplanet.eu/catalog/hd_9446_b/,,,,
HD 9446 c,2,192.90000000,0.90000000,-0.90000000,0,50.42,0.35,-0.35,0,5793.00,22.00,-22.00,0,1.00,0.10,-0.10,0,1.00,,,0,,,,0,,,,0,1.93 m Telescope,SOPHIE Spectrograph,http://exoplanet.eu/catalog/hd_9446_c/,,,,
HD 94834 b,1,1576.00000000,76.00000000,-76.00000000,0,98.43,0.64,-0.64,0,4798.00,,,0,1.11,,,0,4.20,,,0,,,,0,,,,,10 m Keck I Telescope,HIRES Spectrometer,,,,,0
HD 95086 b,1,,,,,86.44,0.24,-0.24,0,,,,,1.60,,,0,,,,,1000,200,-200,0,,,,,8.2 m ESO VLT UT4 Yepun Telescope,NACO Camera,http://exoplanet.eu/catalog/hd_95086_b/,0.017,0.004,-0.004,
HD 95089 b,2,464.40000000,3.80000000,-3.80000000,0,137.46,1.95,-1.95,0,4918.00,,,0,1.54,,,0,5.08,,,0,,,,0,,,,,10 m Keck I Telescope,HIRES Spectrometer,http://exoplanet.eu/catalog/hd_95089_b/,,,,0
HD 95089 c,2,1785.00000000,32.00000000,-32.00000000,0,137.46,1.95,-1.95,0,4918.00,,,0,1.54,,,0,5.08,,,0,,,,0,,,,,10 m Keck I Telescope,HIRES Spectrometer,http://exoplanet.eu/catalog/hd_95089_c/,,,,0
HD 95127 b,1,482.00000000,5.00000000,-5.00000000,0,689.75,45.77,-45.77,0,4218.00,30.00,-30.00,0,3.70,4.16,-4.16,0,41.01,18.22,-18.22,0,,,,0,,,,0,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,http://exoplanet.eu/catalog/hd_95127_b/,,,,0
HD 95872 b,1,4375.00000000,170.00000000,-170.00000000,0,72.37,0.18,-0.18,0,5312.00,100.00,-100.00,0,0.70,0.25,-0.25,0,0.84,0.04,-0.04,0,,,,0,,,,0,Multiple Telescopes,Multiple Instruments,http://exoplanet.eu/catalog/hd_95872_b/,,,,0
HD 96063 b,1,362.50000000,2.20000000,-2.20000000,0,140.62,1.33,-1.33,0,5020.00,,,0,1.37,,,0,4.75,,,0,,,,0,,,,,10 m Keck I Telescope,HIRES Spectrometer,http://exoplanet.eu/catalog/hd_96063_b/,,,,0
HD 96127 b,1,647.29999000,17.00000000,-17.00000000,0,597.42,26.09,-26.09,0,3943.00,23.00,-23.00,0,10.94,10.02,-10.02,0,51.10,22.81,-22.81,0,,,,0,,,,0,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,http://exoplanet.eu/catalog/hd_96127_b/,,,,0
HD 96167 b,1,498.04000000,0.76000000,-0.76000000,0,85.51,0.41,-0.41,0,5733.00,,,0,1.27,,,0,1.94,,,0,,,,0,,,,,10 m Keck I Telescope,HIRES Spectrometer,http://exoplanet.eu/catalog/hd_96167_b/,,,,0
HD 97048 b,1,,,,0,185.00,,,0,10000.00,,,0,2.40,,,0,2.25,,,0,,,,0,,,,0,Atacama Large Millimeter Array (ALMA),12-m Array,,0.003,,,0
HD 97658 b,1,9.49090000,0.00160000,-0.00160000,0,21.58,0.03,-0.03,0,5175.00,25.00,-25.00,0,0.89,0.15,-0.15,0,0.74,0.01,-0.01,0,,,,0,2.354,0.112,-0.112,0,10 m Keck I Telescope,HIRES Spectrometer,http://exoplanet.eu/catalog/hd_97658_b/,,,,0
HD 98219 b,1,433.80000000,2.00000000,-2.00000000,0,114.07,0.58,-0.58,0,4925.00,,,0,1.41,,,0,4.60,,,0,,,,0,,,,,10 m Keck I Telescope,HIRES Spectrometer,http://exoplanet.eu/catalog/hd_98219_b/,,,,0
HD 98649 b,1,6022.97250000,412.73250000,-255.67500000,0,42.22,0.09,-0.09,0,5790.00,58.00,-58.00,0,1.03,0.06,-0.06,0,1.01,0.02,-0.02,0,,,,0,,,,0,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,http://exoplanet.eu/catalog/hd_98649_b/,2.420,1.620,-1.620,0
HD 98736 b,1,968.80000000,2.20000000,-2.20000000,0,32.48,0.06,-0.06,0,5271.00,,,0,0.92,0.13,-0.13,0,0.93,0.04,-0.04,0,,,,0,,,,0,10 m Keck I Telescope,HIRES Spectrometer,http://exoplanet.eu/catalog/hd_98736_b/,7.390,3.050,-3.050,0
HD 99109 b,1,439.29999000,5.60000000,-5.60000000,0,54.88,0.17,-0.17,0,5282.00,32.00,-32.00,0,0.76,0.10,-0.10,0,0.98,0.02,-0.02,0,,,,0,,,,0,10 m Keck I Telescope,HIRES Spectrometer,http://exoplanet.eu/catalog/hd_99109_b/,,,,0
HD 99492 b,1,17.04310000,0.00470000,-0.00470000,0,18.21,0.06,-0.06,0,4815.00,185.00,-185.00,0,0.48,0.51,-0.51,0,0.83,0.07,-0.07,0,,,,0,,,,0,10 m Keck I Telescope,HIRES Spectrometer,http://exoplanet.eu/catalog/hd_99492_b/,,,,0
HD 99706 b,2,841.00000000,32.00000000,-32.00000000,0,147.21,1.12,-1.12,0,4862.00,,,0,1.46,,,0,5.52,,,0,,,,0,,,,,10 m Keck I Telescope,HIRES Spectrometer,http://exoplanet.eu/catalog/hd_99706_b/,,,,0
HD 99706 c,2,1278.00000000,151.00000000,-198.00000000,0,147.21,1.12,-1.12,0,4862.00,,,0,1.46,,,0,5.52,,,0,,,,0,,,,0,10 m Keck I Telescope,HIRES Spectrometer,http://exoplanet.eu/catalog/hd_99706_c/,,,,0
HIP 105854 b,1,184.20000000,0.50000000,-0.50000000,0,78.80,0.74,-0.74,0,4780.00,100.00,-100.00,0,2.10,0.10,-0.10,0,,,,,,,,,,,,,Multiple Telescopes,Multiple Instruments,http://exoplanet.eu/catalog/hip_105854_b/,,,,
HIP 107773 b,1,144.30000000,0.50000000,-0.50000000,0,103.63,4.48,-4.12,0,4945.00,100.00,-100.00,0,2.42,0.27,-0.27,0,11.60,1.40,-1.40,0,,,,,,,,,Multiple Telescopes,Multiple Instruments,http://exoplanet.eu/catalog/hip_107773_b/,,,,
HIP 109384 b,1,499.48000000,0.32000000,-0.32000000,0,56.20,2.70,-2.70,0,5180.00,45.00,-45.00,0,0.78,0.06,-0.06,0,,,,,,,,,,,,,1.93 m Telescope,SOPHIE Spectrograph,http://exoplanet.eu/catalog/hip_109384_b/,,,,
HIP 109600 b,1,232.08000000,0.15000000,-0.15000000,0,58.60,3.20,-3.20,0,5530.00,35.00,-35.00,0,0.87,0.06,-0.06,0,,,,,,,,,,,,,1.93 m Telescope,SOPHIE Spectrograph,http://exoplanet.eu/catalog/hip_109600_b/,,,,
HIP 116454 b,1,9.12050000,0.00050000,-0.00050000,0,62.56,0.18,-0.18,0,5089.00,50.00,-50.00,0,0.81,0.11,-0.11,0,0.72,0.02,-0.02,0,,,,0,2.466,0.112,-0.112,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/hip_116454_b/,,,,0
HIP 12961 b,1,57.43500000,0.04200000,-0.04200000,0,23.39,0.02,-0.02,0,3901.00,175.00,-175.00,0,0.69,0.19,-0.19,0,0.65,0.06,-0.06,0,,,,0,,,,0,3.6 m ESO Telescope,HARPS Spectrograph,http://exoplanet.eu/catalog/hip_12961_b/,,,,0
HIP 14810 b,3,6.67389200,0.00000800,-0.00000800,0,50.55,0.11,-0.11,0,5544.00,,,0,1.01,0.19,-0.19,0,1.07,0.08,-0.08,0,,,,0,,,,0,10 m Keck I Telescope,HIRES Spectrometer,http://exoplanet.eu/catalog/hip_14810_b/,5.840,2.420,-2.420,0
HIP 14810 c,3,147.74700000,0.02900000,-0.02900000,0,50.55,0.11,-0.11,0,5544.00,,,0,1.01,0.19,-0.19,0,1.07,0.08,-0.08,0,,,,0,,,,0,10 m Keck I Telescope,HIRES Spectrometer,http://exoplanet.eu/catalog/hip_14810_c/,5.840,2.420,-2.420,0
HIP 14810 d,3,981.80000000,6.90000000,-6.90000000,0,50.55,0.11,-0.11,0,5544.00,,,0,1.01,0.19,-0.19,0,1.07,0.08,-0.08,0,,,,0,,,,0,10 m Keck I Telescope,HIRES Spectrometer,http://exoplanet.eu/catalog/hip_14810_d/,5.840,2.420,-2.420,0
HIP 35173 b,1,41.51600000,0.07700000,-0.07700000,0,33.19,,,0,4881.00,55.00,-81.00,0,0.79,0.05,-0.05,0,,,,0,,,,0,,,,0,6.5 m Magellan II Clay Telescope,Carnegie Planet Finder Spectrograph,http://exoplanet.eu/catalog/hd_35173_b/,,,,0
HIP 41378 b,5,15.57209800,0.00001800,-0.00001900,0,106.61,0.67,-0.67,0,6226.00,43.00,-43.00,0,1.17,0.07,-0.07,0,1.34,0.03,-0.03,0,,,,0,,,,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/hip_41378_b/,,,,0
HIP 41378 c,5,31.70648000,0.00024000,-0.00019000,0,106.61,0.67,-0.67,0,6226.00,43.00,-43.00,0,1.17,0.07,-0.07,0,1.34,0.03,-0.03,0,,,,0,,,,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/hip_41378_c/,,,,0
HIP 41378 d,5,1114.00000000,,,1,106.61,0.67,-0.67,0,6226.00,43.00,-43.00,0,1.17,0.07,-0.07,0,1.34,0.03,-0.03,0,,,,0,,,,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/hip_41378_d/,,,,0
HIP 41378 e,5,,,,0,106.61,0.67,-0.67,0,6226.00,43.00,-43.00,0,1.17,0.07,-0.07,0,1.34,0.03,-0.03,0,,,,0,,,,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/hip_41378_e/,,,,0
HIP 41378 f,5,1084.00000000,,,1,106.61,0.67,-0.67,0,6226.00,43.00,-43.00,0,1.17,0.07,-0.07,0,1.34,0.03,-0.03,0,,,,0,,,,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/hip_41378_f/,,,,0
HIP 5158 b,2,345.72000000,5.37000000,-5.37000000,0,51.68,0.10,-0.10,0,4962.00,89.00,-89.00,0,0.78,0.02,-0.02,0,,,,,,,,,,,,,3.6 m ESO Telescope,HARPS Spectrograph,http://exoplanet.eu/catalog/hip_5158_b/,6.000,,,
HIP 5158 c,2,9017.76000000,3180.74000000,-3180.74000000,0,51.68,0.10,-0.10,0,4962.00,89.00,-89.00,0,0.78,0.02,-0.02,0,,,,,,,,,,,,,3.6 m ESO Telescope,HARPS Spectrograph,http://exoplanet.eu/catalog/hip_5158_c/,6.000,,,
HIP 54373 b,2,7.76000000,0.00300000,-0.00300000,0,18.73,,,0,4021.00,226.00,-146.00,0,0.57,0.03,-0.03,0,,,,0,,,,0,,,,0,6.5 m Magellan II Clay Telescope,Carnegie Planet Finder Spectrograph,http://exoplanet.eu/catalog/hip_54373_b/,,,,0
HIP 54373 c,2,15.14400000,0.00800000,-0.00800000,0,18.73,,,0,4021.00,226.00,-146.00,0,0.57,0.03,-0.03,0,,,,0,,,,0,,,,0,6.5 m Magellan II Clay Telescope,Carnegie Planet Finder Spectrograph,http://exoplanet.eu/catalog/hip_54373_c/,,,,0
HIP 57274 b,3,8.13520000,0.00400000,-0.00400000,0,25.88,0.03,-0.03,0,4510.00,136.00,-136.00,0,0.29,0.30,-0.30,0,0.78,0.05,-0.05,0,,,,0,,,,0,10 m Keck I Telescope,HIRES Spectrometer,http://exoplanet.eu/catalog/hip_57274_b/,,,,0
HIP 57274 c,3,32.03000000,0.02000000,-0.02000000,0,25.88,0.03,-0.03,0,4510.00,136.00,-136.00,0,0.29,0.30,-0.30,0,0.78,0.05,-0.05,0,,,,,,,,,10 m Keck I Telescope,HIRES Spectrometer,http://exoplanet.eu/catalog/hip_57274_c/,,,,0
HIP 57274 d,3,431.70000000,8.50000000,-8.50000000,0,25.88,0.03,-0.03,0,4510.00,136.00,-136.00,0,0.29,0.30,-0.30,0,0.78,0.05,-0.05,0,,,,,,,,,10 m Keck I Telescope,HIRES Spectrometer,http://exoplanet.eu/catalog/hip_57274_d/,,,,0
HIP 63242 b,1,124.60000000,,,0,157.16,0.70,-0.70,0,4830.00,100.00,-100.00,0,1.54,0.05,-0.05,0,,,,,,,,,,,,,Multiple Telescopes,Multiple Instruments,http://exoplanet.eu/catalog/hip_63242_b/,,,,
HIP 65407 b,2,28.12500000,0.01900000,-0.01900000,0,55.50,4.60,-4.60,0,5460.00,50.00,-50.00,0,0.93,0.07,-0.07,0,,,,,,,,,,,,,1.93 m Telescope,SOPHIE Spectrograph,http://exoplanet.eu/catalog/hip_65407_b/,,,,
HIP 65407 c,2,67.30000000,0.08000000,-0.08000000,0,55.50,4.60,-4.60,0,5460.00,50.00,-50.00,0,0.93,0.07,-0.07,0,,,,,,,,,,,,,1.93 m Telescope,SOPHIE Spectrograph,http://exoplanet.eu/catalog/hip_65407_c/,,,,
HIP 65426 b,1,,,,0,111.40,3.80,-3.80,0,8840.00,200.00,-200.00,0,1.96,0.04,-0.04,0,1.77,0.05,-0.05,0,1500,100,-200,0,16.814,1.121,-1.121,0,8.2 m ESO VLT UT3 Melipal Telescope,Multiple Instruments,http://exoplanet.eu/catalog/hip_65426_b/,0.014,0.004,-0.004,
HIP 65891 b,1,1084.50000000,23.20000000,-23.20000000,0,136.05,12.09,-10.27,0,5000.00,100.00,-100.00,0,2.50,0.21,-0.21,0,8.93,1.02,-1.02,0,,,,,,,,,Multiple Telescopes,Multiple Instruments,http://exoplanet.eu/catalog/hip_65891_b/,,,,
HIP 67537 b,1,2556.50000000,99.20000000,-94.90000000,0,112.60,5.80,-5.80,0,4985.00,100.00,-100.00,0,2.41,0.16,-0.16,0,8.69,0.88,-0.88,0,,,,,,,,,Multiple Telescopes,Multiple Instruments,http://exoplanet.eu/catalog/hip_67537_b/,,,,
HIP 67851 b,2,88.90000000,0.10000000,-0.10000000,0,65.96,1.74,-1.65,0,4890.00,100.00,-100.00,0,1.63,0.22,-0.22,0,5.92,0.44,-0.44,0,,,,,,,,,Multiple Telescopes,Multiple Instruments,http://exoplanet.eu/catalog/hip_67851_b/,,,,
HIP 67851 c,2,2131.80000000,88.30000000,-88.30000000,0,65.96,1.74,-1.65,0,4890.00,100.00,-100.00,0,1.63,0.22,-0.22,0,5.92,0.44,-0.44,0,,,,,,,,,Multiple Telescopes,Multiple Instruments,http://exoplanet.eu/catalog/hip_67851_c/,,,,
HIP 70849 b,1,17337.50000000,15512.50000000,-15512.50000000,0,24.07,0.02,-0.02,0,4105.00,130.00,-130.00,0,0.63,0.03,-0.03,0,,,,0,,,,,,,,,3.6 m ESO Telescope,HARPS Spectrograph,http://exoplanet.eu/catalog/hip_70849_b/,3.000,2.000,-2.000,0
HIP 71135 b,1,87.19000000,0.38100000,-0.38100000,0,32.36,,,0,4146.00,107.00,-110.00,0,0.66,0.04,-0.04,0,,,,0,,,,0,,,,0,6.5 m Magellan II Clay Telescope,Carnegie Planet Finder Spectrograph,http://exoplanet.eu/catalog/hip_71135_b/,,,,0
HIP 74890 b,1,822.30000000,16.80000000,-16.80000000,0,91.49,5.27,-5.27,0,4850.00,100.00,-100.00,0,1.74,0.21,-0.21,0,5.77,0.53,-0.53,0,,,,,,,,,Multiple Telescopes,Multiple Instruments,http://exoplanet.eu/catalog/hip_74890_b/,,,,
HIP 78530 b,1,,,,,156.70,13.00,-13.00,0,10500.00,,,0,2.50,,,0,,,,,2700,100,-100,0,,,,,8.19 m Gemini North Telescope,NIRI Camera,http://exoplanet.eu/catalog/hip_78530_b/,0.005,,,
HIP 79098 AB b,1,,,,0,146.30,2.50,-2.50,0,,,,0,3.75,1.25,-1.25,0,,,,0,2450,150,-150,0,,,,0,8.2 m ESO VLT UT3 Melipal Telescope,SPHERE,http://exoplanet.eu/catalog/hip_79098_(ab)_b/,0.010,0.003,-0.003,0
HIP 79431 b,1,111.70000000,0.70000000,-0.70000000,0,14.54,0.03,-0.03,0,3368.00,,,0,0.42,,,0,0.54,,,0,,,,0,,,,0,10 m Keck I Telescope,HIRES Spectrometer,http://exoplanet.eu/catalog/hip_79431_b/,,,,
HIP 8541 b,1,1560.20000000,53.90000000,-53.90000000,0,168.63,17.35,-17.35,0,4670.00,100.00,-100.00,0,1.17,0.28,-0.28,0,7.83,1.02,-1.02,0,,,,,,,,,Multiple Telescopes,Multiple Instruments,http://exoplanet.eu/catalog/hip_8541_b/,,,,
HIP 91258 b,1,5.05050000,0.00150000,-0.00150000,0,45.95,0.07,-0.07,0,5519.00,70.00,-70.00,0,0.97,0.28,-0.28,0,0.89,0.03,-0.03,0,,,,0,,,,0,1.93 m Telescope,SOPHIE Spectrograph,http://exoplanet.eu/catalog/hip_91258_b/,,,,0
HIP 97233 b,1,1058.80000000,6.70000000,-6.70000000,0,102.58,0.41,-0.41,0,5020.00,100.00,-100.00,0,1.93,0.11,-0.11,0,5.34,0.55,-0.55,0,,,,,,,,,Multiple Telescopes,Multiple Instruments,http://exoplanet.eu/catalog/hip_97233_b/,,,,
HN Peg b,1,,,,,18.13,0.02,-0.02,0,5974.00,,,0,1.10,,,0,1.04,,,0,,,,,11.777,1.527,-0.654,0,0.85 m Spitzer Space Telescope,IRAC Infrared Array Camera,http://exoplanet.eu/catalog/hn_peg_b/,3.100,,,
HR 2562 b,1,,,,,34.04,0.05,-0.05,0,,,,,1.30,,,0,,,,,1200,100,-100,0,12.442,1.233,-1.233,0,8.19 m Gemini South Telescope,Gemini Planet Imager,http://exoplanet.eu/catalog/hr_2562_b/,0.600,0.300,-0.300,
HR 5183 b,1,27000.00000000,16000.00000000,-8000.00000000,0,31.49,0.04,-0.04,0,5794.00,100.00,-100.00,0,1.07,0.04,-0.04,0,1.53,0.06,-0.05,0,171,5,-5,0,,,,0,Multiple Telescopes,Multiple Instruments,http://exoplanet.eu/catalog/hr_5183_b/,7.700,1.400,-1.200,0
HR 810 b,1,302.79999000,2.30000000,-2.30000000,0,17.33,0.02,-0.02,0,6167.00,24.00,-24.00,0,1.34,0.13,-0.13,0,1.13,0.02,-0.02,0,,,,0,,,,0,1.4 m CAT Telescope,CES Spectrograph,http://exoplanet.eu/catalog/hr_810_b/,,,,0
HR 858 b,3,3.58599000,0.00015000,-0.00015000,0,31.99,0.07,-0.07,0,6201.00,50.00,-50.00,0,1.15,0.07,-0.08,0,1.31,0.02,-0.02,0,1572,22,-19,0,2.085,0.068,-0.064,0,0.1 m TESS Telescope,TESS CCD Array,http://exoplanet.eu/catalog/hr_858_b/,,,,0
HR 858 c,3,5.97293000,0.00060000,-0.00053000,0,31.99,0.07,-0.07,0,6201.00,50.00,-50.00,0,1.15,0.07,-0.08,0,1.31,0.02,-0.02,0,1326,18,-16,0,1.939,0.069,-0.069,0,0.1 m TESS Telescope,TESS CCD Array,http://exoplanet.eu/catalog/hr_858_c/,,,,0
HR 858 d,3,11.23000000,0.00110000,-0.00100000,0,31.99,0.07,-0.07,0,6201.00,50.00,-50.00,0,1.15,0.07,-0.08,0,1.31,0.02,-0.02,0,1075,15,-13,0,2.164,0.086,-0.083,0,0.1 m TESS Telescope,TESS CCD Array,http://exoplanet.eu/catalog/hr_858_d/,,,,0
HR 8799 b,4,170000.00000000,,,0,39.40,0.10,-0.10,0,7400.00,,,0,,,,0,,,,0,,,,,13.000,1.000,-1.000,0,8.19 m Gemini North Telescope,NIRI Camera,http://exoplanet.eu/catalog/hr_8799_b/,0.030,,,0
HR 8799 c,4,69000.00000000,,,0,39.40,0.10,-0.10,0,7400.00,,,0,,,,0,,,,0,,,,,13.000,1.000,0.000,0,8.19 m Gemini North Telescope,NIRI Camera,http://exoplanet.eu/catalog/hr_8799_c/,0.030,,,0
HR 8799 d,4,37000.00000000,,,0,39.40,0.10,-0.10,0,7400.00,,,0,,,,0,,,,0,,,,,13.000,1.000,0.000,0,10 m Keck II Telescope,NIRC2 Camera,http://exoplanet.eu/catalog/hr_8799_d/,0.030,,,0
HR 8799 e,4,,,,0,39.40,0.10,-0.10,0,7400.00,,,0,,,,0,,,,0,1150,50,-50,0,13.115,1.457,-1.233,0,10 m Keck II Telescope,NIRC2 Camera,http://exoplanet.eu/catalog/hr_8799_e/,0.030,,,0
HU Aqr AB b,2,2390.00000000,4.00000000,-4.00000000,0,192.20,2.33,-2.33,0,,,,0,0.88,,,0,,,,0,,,,0,,,,0,2.4 m Lijiang Station Telescope,VersArray 1300B CCD Camera,http://exoplanet.eu/catalog/hu_aqr_(ab)_b/,,,,0
HU Aqr AB c,2,4368.00000000,515.00000000,-515.00000000,0,192.20,2.33,-2.33,0,,,,0,0.88,,,0,,,,0,,,,0,,,,0,2.4 m Lijiang Station Telescope,VersArray 1300B CCD Camera,http://exoplanet.eu/catalog/hu_aqr_(ab)_c/,,,,0
HW Vir b,1,4640.00000000,70.00000000,-70.00000000,0,181.00,20.00,-20.00,0,,,,0,0.48,0.01,-0.01,0,,,,0,,,,0,,,,0,MONET/North Telescope,Apogee 1k CCD Camera,http://exoplanet.eu/catalog/hw_vir_(ab)_b/,,,,0
IC 4651 9122 b,1,734.00000000,8.10000000,-8.10000000,0,879.38,33.18,-33.18,0,,,,0,2.10,,,0,,,,0,,,,0,,,,0,3.6 m ESO Telescope,HARPS Spectrograph,,1.140,,,0
K2-10 b,1,19.30440000,0.00120000,-0.00120000,0,274.48,3.10,-3.10,0,5620.00,70.00,-70.00,0,0.92,0.05,-0.05,0,0.98,0.08,-0.08,0,,,,,3.840,0.350,-0.340,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/k2-10_b/,,,,
K2-100 b,1,1.67383300,0.00004900,-0.00005000,0,190.04,2.44,-2.44,0,6168.00,62.00,-62.00,0,1.23,0.02,-0.02,0,1.22,0.02,-0.02,0,1748,23,-23,0,3.590,0.140,-0.140,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/k2-100_b/,,,,0
K2-101 b,1,14.67728600,0.00082800,-0.00080400,0,189.33,2.11,-2.11,0,4819.00,45.00,-45.00,0,0.80,0.06,-0.06,0,0.73,0.03,-0.03,0,,,,,2.000,0.100,-0.100,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/epic_211913977_b/,0.790,0.030,-0.030,
K2-102 b,1,9.91561500,0.00120900,-0.00119500,0,189.17,2.05,-2.05,0,4695.00,50.00,-50.00,0,0.77,0.06,-0.06,0,0.71,0.03,-0.03,0,,,,,1.300,0.100,-0.100,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/epic_211970147_b/,0.790,0.030,-0.030,
K2-104 b,1,1.97423800,0.00011000,-0.00011000,0,190.21,3.92,-3.92,0,3546.46,98.71,-94.56,0,0.43,0.06,-0.07,0,0.49,0.03,-0.03,0,,,,0,1.960,0.150,-0.150,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/epic_211969807_b/,,,,
K2-105 b,1,8.26770400,0.00035000,-0.00031800,0,199.28,1.50,-1.50,0,5464.00,65.00,-65.00,0,0.99,0.03,-0.03,0,0.91,0.01,-0.01,0,814,12,-12,0,3.370,0.120,-0.120,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/k2-105_b/,,,,0
K2-107 b,1,3.31395900,0.00002400,-0.00002400,0,696.95,19.71,-19.71,0,6061.00,96.00,-96.00,0,1.30,0.05,-0.05,0,1.81,0.06,-0.06,0,1649,39,-39,0,15.980,0.550,-0.550,0,0.95 m Kepler Telescope,Kepler CCD Array,,,,,0
K2-108 b,1,4.73399900,0.00022100,-0.00022700,0,484.99,9.78,-9.78,0,5599.00,87.00,-87.00,0,1.17,0.06,-0.06,0,1.76,0.04,-0.04,0,1360,29,-29,0,5.330,0.210,-0.210,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/k2-108_b/,,,,0
K2-11 b,1,39.93767000,0.23229000,-0.23229000,0,332.46,2.69,-2.69,0,5433.00,49.00,-144.00,0,1.35,0.04,-0.56,0,5.15,0.20,-4.39,0,734,253,-253,0,7.550,9.330,-9.330,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/k2-11_b/,,,,
